table_schema,table_name,column_name,data_type,Table description
sttash_website_live,cibil_accountlist,dateofentryforerrorordisputeremarkscode,date,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,dateoflastpayment,date,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,dateopenedordisbursed,date,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,datereportedandcertified,date,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,highcreditorsanctionedamount,real,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,ownershipindicator,integer,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,paymenthistory1,character varying,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,paymenthistory2,character varying,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,paymenthistoryenddate,date,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,paymenthistorystartdate,date,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,reportingmembershortname,character varying,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,suitfiledorwilfuldefault,character varying,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,accountnumber,character varying,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,overdueamount,real,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,writtenoffandsettledstatus,character varying,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,valueofcollateral,character varying,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,typeofcollateral,character varying,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,creditlimit,real,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,cashlimit,real,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,rateofinterest,real,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,repaymenttenure,integer,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,emiamount,real,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,writtenoffamounttotal,real,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,writtenoffamountprincipal,real,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,settlementamount,real,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,paymentfrequence,character varying,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,actualpaymentamount,real,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,dateofentryforerrorcode,date,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,errorcode,character varying,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,dateofentryforcibilremarkscode,date,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,errorordisputeremarkscode1,character varying,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_accountlist,errorordisputeremarkscode2,character varying,"cibil_accountlist contains detailed information about each credit account or tradeline appearing in the customer's CIBIL report, including account type, ownership, dates, limits, balances, and repayment history."
sttash_website_live,cibil_scorelist,id,bigint,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,customer_id,bigint,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,loan_id,bigint,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,reasoncode1,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,reasoncode2,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,score,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,scorecardname,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,scorecardversion,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,scoredate,date,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,scorename,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,exclusioncode1,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,exclusioncode2,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,exclusioncode3,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,exclusioncode4,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,exclusioncode5,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,exclusioncode6,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,exclusioncode7,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,exclusioncode8,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,exclusioncode9,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,exclusioncode10,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,reasoncode3,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,reasoncode4,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,reasoncode5,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,scoreerrorcode,character varying,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,cibil_scorelist,score_version,integer,"cibil_scorelist contains credit score entries reported by CIBIL for a customer, including the score value, scoring model, and generation metadata."
sttash_website_live,collection_comment_data,id,bigint,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,customer_id,bigint,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,comment_id,character varying,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,collection_status,smallint,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,callback_date,timestamp without time zone,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,ptp_date,timestamp without time zone,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,ptp_amount,double precision,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,collected_amount,double precision,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,waiver_amount,double precision,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,attachement,character varying,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,create_date,timestamp without time zone,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,add_user_id,integer,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,pod_number,integer,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,dis_head,smallint,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,dis_body,smallint,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,dis_sub,integer,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,comment,character varying,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,ticket_assign_to,integer,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,stop_calling_date,timestamp without time zone,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_comment_data,delay_id,integer,"collection comment data refers to recorded notes or remarks related to borrower interactions during the recovery process. These comments typically include details about payment commitments, reasons for delays, follow-up actions, and customer responses."
sttash_website_live,collection_disposition,id,integer,collection disposition refers to the categorization of borrower interactions and payment statuses during the recovery process. this master table for disposition code
sttash_website_live,collection_disposition,head_id,integer,collection disposition refers to the categorization of borrower interactions and payment statuses during the recovery process. this master table for disposition code
sttash_website_live,collection_disposition,disposition,character varying,collection disposition refers to the categorization of borrower interactions and payment statuses during the recovery process. this master table for disposition code
sttash_website_live,collection_disposition_header,id,integer,collection disposition header typically refers to the overarching categorization of borrower interactions and payment statuses. It serves as a structured way to classify collection outcomes. This is master table for disposition header
sttash_website_live,collection_disposition_header,header,character varying,collection disposition header typically refers to the overarching categorization of borrower interactions and payment statuses. It serves as a structured way to classify collection outcomes. This is master table for disposition header
sttash_website_live,collection_disposition_header,status,integer,collection disposition header typically refers to the overarching categorization of borrower interactions and payment statuses. It serves as a structured way to classify collection outcomes. This is master table for disposition header
sttash_website_live,collection_due_date,id,integer,collection due date refers to the scheduled date by which a customer is expected to make a payment toward their loan or outstanding balance.
sttash_website_live,collection_due_date,customer_id,integer,collection due date refers to the scheduled date by which a customer is expected to make a payment toward their loan or outstanding balance.
sttash_website_live,collection_due_date,due_date,character varying,collection due date refers to the scheduled date by which a customer is expected to make a payment toward their loan or outstanding balance.
sttash_website_live,collection_due_date,update_date,timestamp without time zone,collection due date refers to the scheduled date by which a customer is expected to make a payment toward their loan or outstanding balance.
sttash_website_live,collection_status,id,integer,Master table for collection status refers to the current state of a customer's repayment progress and outstanding dues. 
sttash_website_live,collection_status,name,character varying,Master table for collection status refers to the current state of a customer's repayment progress and outstanding dues. 
sttash_website_live,collection_status,status,smallint,Master table for collection status refers to the current state of a customer's repayment progress and outstanding dues. 
sttash_website_live,collection_sub_disposition,id,integer,master table for collection sub_disposition
sttash_website_live,collection_sub_disposition,head_id,integer,master table for collection sub_disposition
sttash_website_live,collection_sub_disposition,disp_id,integer,master table for collection sub_disposition
sttash_website_live,collection_sub_disposition,sub_disposition,character varying,master table for collection sub_disposition
sttash_website_live,collection_view,id,numeric,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,customer_id,bigint,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,customer_name,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,loan_ids,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,fullerton_id,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,emiamount,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,pan_number,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,aadhar_number,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,aadhar_name,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,dob,date,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,city_name,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,city_id,integer,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,address,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,pincode,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,designation,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,company_name,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,permannet_address,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,office_address,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,office_pin,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,salary,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,salary_date,integer,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,reference1,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,reference2,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,office_email,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,bank_name,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,no_of_loan,integer,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,disbursed_amount,double precision,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,principal_overdue,double precision,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,interest_overdue,double precision,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,total_emi_amount_overdue,double precision,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,total_par,double precision,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,cbc,double precision,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,lpp,double precision,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,charge,double precision,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,total_overdue_amount,double precision,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,due_date,date,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,daynum,integer,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,ageing,integer,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,next_emi_date,date,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,emi_status,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,collection_status,integer,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,status,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,bounce_reason,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,cl_lead_assign_id,integer,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,agent_name,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,fos_agent,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,ptp_date,timestamp without time zone,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,product_code,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,product_type,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,level,integer,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,assigned_level,integer,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,utm_source,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,create_date,timestamp without time zone,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,update_date,timestamp without time zone,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,ocpc,smallint,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,is_ocpc,smallint,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,risk_seg,character varying,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,collection_view,index,integer,"collection view  refers to a report that provides a comprehensive overview of customer's accounts, payment statuses, and recovery efforts who crossed the due date."
sttash_website_live,company_entity,id,integer,This is master table for lender's/colenders
sttash_website_live,company_entity,company_name,character varying,This is master table for lender's/colenders
sttash_website_live,company_entity,created_date,timestamp without time zone,This is master table for lender's/colenders
sttash_website_live,company_entity,xirr,real,This is master table for lender's/colenders
sttash_website_live,company_entity,perc_with_akara,real,This is master table for lender's/colenders
sttash_website_live,company_entity,is_colender,smallint,This is master table for lender's/colenders
sttash_website_live,company_entity,utility_code,character varying,This is master table for lender's/colenders
sttash_website_live,company_entity,website,character varying,This is master table for lender's/colenders
sttash_website_live,company_entity,mandate_type_id,integer,This is master table for lender's/colenders
sttash_website_live,company_entity,is_presented,integer,This is master table for lender's/colenders
sttash_website_live,company_entity,sponsor_bank_code,character varying,This is master table for lender's/colenders
sttash_website_live,company_entity,company_full_name,character varying,This is master table for lender's/colenders
sttash_website_live,company_entity,officer_name,character varying,This is master table for lender's/colenders
sttash_website_live,company_entity,officer_other_details,character varying,This is master table for lender's/colenders
sttash_website_live,company_entity,officer1_name,character varying,This is master table for lender's/colenders
sttash_website_live,company_entity,officer1_other_details,character varying,This is master table for lender's/colenders
sttash_website_live,equifax_account_summary, account_summary_id,integer,"This table contains summarized information for each credit account reported by the credit bureau(Equifax) for a customer. It includes fields such as current balance, highest credit, overdue amount, account status, and other key performance metrics used for evaluating the health and performance of each tradeline."
sttash_website_live,equifax_account_summary,customer_id,integer,"This table contains summarized information for each credit account reported by the credit bureau(Equifax) for a customer. It includes fields such as current balance, highest credit, overdue amount, account status, and other key performance metrics used for evaluating the health and performance of each tradeline."
sttash_website_live,equifax_account_summary,loan_id,integer,"This table contains summarized information for each credit account reported by the credit bureau(Equifax) for a customer. It includes fields such as current balance, highest credit, overdue amount, account status, and other key performance metrics used for evaluating the health and performance of each tradeline."
sttash_website_live,equifax_account_summary,no_of_accounts,integer,"This table contains summarized information for each credit account reported by the credit bureau(Equifax) for a customer. It includes fields such as current balance, highest credit, overdue amount, account status, and other key performance metrics used for evaluating the health and performance of each tradeline."
sttash_website_live,equifax_account_summary,no_of_active_accounts,integer,"This table contains summarized information for each credit account reported by the credit bureau(Equifax) for a customer. It includes fields such as current balance, highest credit, overdue amount, account status, and other key performance metrics used for evaluating the health and performance of each tradeline."
sttash_website_live,equifax_account_summary,no_of_write_offs,integer,"This table contains summarized information for each credit account reported by the credit bureau(Equifax) for a customer. It includes fields such as current balance, highest credit, overdue amount, account status, and other key performance metrics used for evaluating the health and performance of each tradeline."
sttash_website_live,equifax_account_summary,total_past_due,numeric,"This table contains summarized information for each credit account reported by the credit bureau(Equifax) for a customer. It includes fields such as current balance, highest credit, overdue amount, account status, and other key performance metrics used for evaluating the health and performance of each tradeline."
sttash_website_live,equifax_account_summary,most_severe_status_with_in_24months,character varying,"This table contains summarized information for each credit account reported by the credit bureau(Equifax) for a customer. It includes fields such as current balance, highest credit, overdue amount, account status, and other key performance metrics used for evaluating the health and performance of each tradeline."
sttash_website_live,equifax_account_summary,single_highest_credit,numeric,"This table contains summarized information for each credit account reported by the credit bureau(Equifax) for a customer. It includes fields such as current balance, highest credit, overdue amount, account status, and other key performance metrics used for evaluating the health and performance of each tradeline."
sttash_website_live,equifax_account_summary,single_highest_sanction_amount,numeric,"This table contains summarized information for each credit account reported by the credit bureau(Equifax) for a customer. It includes fields such as current balance, highest credit, overdue amount, account status, and other key performance metrics used for evaluating the health and performance of each tradeline."
sttash_website_live,equifax_account_summary,total_high_credit,numeric,"This table contains summarized information for each credit account reported by the credit bureau(Equifax) for a customer. It includes fields such as current balance, highest credit, overdue amount, account status, and other key performance metrics used for evaluating the health and performance of each tradeline."
sttash_website_live,equifax_account_summary,average_open_balance,numeric,"This table contains summarized information for each credit account reported by the credit bureau(Equifax) for a customer. It includes fields such as current balance, highest credit, overdue amount, account status, and other key performance metrics used for evaluating the health and performance of each tradeline."
