table_schema,table_name,column_name,data_type
sttash_website_live,equifax_api_request_inquiry,customer_id,bigint
sttash_website_live,equifax_api_request_inquiry,loan_id,bigint
sttash_website_live,equifax_api_request_inquiry,customer_code,character varying
sttash_website_live,equifax_api_request_inquiry,client_id,character varying
sttash_website_live,equifax_api_request_inquiry,customer_reference_field,character varying
sttash_website_live,equifax_api_request_inquiry,report_order_number,character varying
sttash_website_live,equifax_api_request_inquiry,product_code,character varying
sttash_website_live,equifax_api_request_inquiry,success_code,character varying
sttash_website_live,equifax_api_request_inquiry,date,date
sttash_website_live,equifax_api_request_inquiry,time,character varying
sttash_website_live,equifax_api_request_inquiry,hit_code,character varying
sttash_website_live,equifax_api_request_inquiry,inquiry_purpose,character varying
sttash_website_live,equifax_api_request_inquiry,first_name,character varying
sttash_website_live,equifax_api_request_inquiry,address,character varying
sttash_website_live,equifax_api_request_inquiry,state,character varying
sttash_website_live,equifax_api_request_inquiry,postal,character varying
sttash_website_live,equifax_api_request_inquiry,date_of_birth,date
sttash_website_live,equifax_api_request_inquiry,pan_id,character varying
sttash_website_live,equifax_api_request_inquiry,mobile_phone,integer
sttash_website_live,equifax_api_request_inquiry,error_code,character varying
sttash_website_live,equifax_api_request_inquiry,error_msg,character varying
sttash_website_live,equifax_api_request_inquiry,score_name,character varying
sttash_website_live,equifax_api_request_inquiry,score_value,character varying
sttash_website_live,equifax_api_request_inquiry,income_risk_name,character varying
sttash_website_live,equifax_api_request_inquiry,income_risk_model,integer
sttash_website_live,equifax_api_request_inquiry,emi_name,character varying
sttash_website_live,equifax_api_request_inquiry,estimated_emi,integer
sttash_website_live,equifax_api_request_inquiry,san_amt_bor_act,integer
sttash_website_live,equifax_api_request_inquiry,san_amt_est_emi,integer
sttash_website_live,equifax_api_request_inquiry,san_amt_non_est_emi,integer
sttash_website_live,equifax_api_request_inquiry,san_amt_non_bor_act,integer
sttash_website_live,equifax_enquiries,enquiries_id,integer
sttash_website_live,equifax_enquiries,customer_id,integer
sttash_website_live,equifax_enquiries,loan_id,integer
sttash_website_live,equifax_enquiries,institution,character varying
sttash_website_live,equifax_enquiries,date,date
sttash_website_live,equifax_enquiries,time,character varying
sttash_website_live,equifax_enquiries,request_purpose,character varying
sttash_website_live,error_codes,id,integer
sttash_website_live,error_codes,code,character varying
sttash_website_live,error_codes,description,character varying
sttash_website_live,error_codes,group_name,character varying
sttash_website_live,error_codes,old_code,character varying
sttash_website_live,icici_raw_data,id,bigint
sttash_website_live,icici_raw_data,customer_id,bigint
sttash_website_live,icici_raw_data,loan_id,bigint
sttash_website_live,icici_raw_data,api_name,character varying
sttash_website_live,icici_raw_data,url,character varying
sttash_website_live,icici_raw_data,data,character varying
sttash_website_live,icici_raw_data,headers,character varying
sttash_website_live,icici_raw_data,response,character varying
sttash_website_live,icici_raw_data,create_date,timestamp without time zone
sttash_website_live,installment_fip,id,bigint
sttash_website_live,installment_fip,entity_id,integer
sttash_website_live,installment_fip,customer_id,bigint
sttash_website_live,installment_fip,loan_id,bigint
sttash_website_live,installment_fip,inst_number,integer
sttash_website_live,installment_fip,inst_amount,numeric
sttash_website_live,installment_fip,inst_principal,numeric
sttash_website_live,installment_fip,inst_interest,numeric
sttash_website_live,installment_fip,inst_fee,real
sttash_website_live,installment_fip,inst_discount,real
sttash_website_live,installment_fip,received_principal,numeric
sttash_website_live,installment_fip,received_interest,numeric
sttash_website_live,installment_fip,received_fee,real
sttash_website_live,installment_fip,amount_outstanding_interest,numeric
sttash_website_live,installment_fip,amount_outstanding_principal,numeric
sttash_website_live,installment_fip,received_extra_charges,real
sttash_website_live,installment_fip,inst_date,date
sttash_website_live,installment_fip,create_date,timestamp without time zone
sttash_website_live,installment_fip,last_paying_date,date
sttash_website_live,installment_fip,starting_balance,real
sttash_website_live,installment_fip,ending_balance,real
sttash_website_live,installment_fip,days_past_due,integer
sttash_website_live,installment_fip,days_past_due_tolerance,integer
sttash_website_live,installment_fip,emi_status_id,smallint
sttash_website_live,installment_fip,foreclose_status,smallint
sttash_website_live,installment_fip,foreclose_date,date
sttash_website_live,installment_fip,update_date,timestamp without time zone
sttash_website_live,installment_fip,add_user_id,integer
sttash_website_live,installment_fip,update_user_id,integer
sttash_website_live,installment_fip,inst_status,smallint
sttash_website_live,installment_fip,is_delete,integer
sttash_website_live,installment_fip,customer_facing,integer
sttash_website_live,installment_fip,amort_adjusment,integer
sttash_website_live,installment_fip,payment_id,integer
sttash_website_live,installment_fip,colender_transfer,integer
sttash_website_live,installment_fip,cashback,integer
sttash_website_live,installment_fip,version,integer
sttash_website_live,installment_part,id,bigint
sttash_website_live,installment_part,entity_id,integer
sttash_website_live,installment_part,customer_id,bigint
sttash_website_live,installment_part,loan_id,bigint
sttash_website_live,installment_part,inst_number,integer
sttash_website_live,installment_part,inst_amount,real
sttash_website_live,installment_part,inst_principal,real
sttash_website_live,installment_part,inst_interest,real
sttash_website_live,installment_part,inst_fee,real
sttash_website_live,installment_part,inst_discount,real
sttash_website_live,installment_part,received_principal,real
sttash_website_live,installment_part,received_interest,real
sttash_website_live,installment_part,received_fee,real
sttash_website_live,installment_part,amount_outstanding_interest,real
sttash_website_live,installment_part,amount_outstanding_principal,real
sttash_website_live,installment_part,received_extra_charges,real
sttash_website_live,installment_part,inst_date,date
sttash_website_live,installment_part,create_date,timestamp without time zone
sttash_website_live,installment_part,last_paying_date,date
sttash_website_live,installment_part,starting_balance,real
sttash_website_live,installment_part,ending_balance,real
sttash_website_live,installment_part,days_past_due,integer
sttash_website_live,installment_part,days_past_due_tolerance,integer
sttash_website_live,installment_part,emi_status_id,smallint
sttash_website_live,installment_part,foreclose_status,smallint
sttash_website_live,installment_part,foreclose_date,date
sttash_website_live,installment_part,update_date,timestamp without time zone
sttash_website_live,installment_part,add_user_id,integer
sttash_website_live,installment_part,update_user_id,integer
sttash_website_live,installment_part,inst_status,smallint
sttash_website_live,installment_part,is_delete,integer
sttash_website_live,installment_part,customer_facing,integer
sttash_website_live,installment_part,payment_id,integer
sttash_website_live,installment_part,colender_transfer,integer
sttash_website_live,installment_payment_fip,id,bigint
sttash_website_live,installment_payment_fip,loan_id,bigint
sttash_website_live,installment_payment_fip,customer_id,bigint
sttash_website_live,installment_payment_fip,inst_id,bigint
sttash_website_live,installment_payment_fip,inst_number,bigint
sttash_website_live,installment_payment_fip,code_payment_type,integer
sttash_website_live,installment_payment_fip,amount_payment,double precision
sttash_website_live,installment_payment_fip,payment_status,integer
sttash_website_live,installment_payment_fip,payment_date,timestamp without time zone
sttash_website_live,installment_payment_fip,payment_pairing_date,timestamp without time zone
sttash_website_live,installment_payment_fip,payment_updated,timestamp without time zone
sttash_website_live,installment_payment_fip,payment_channel,integer
sttash_website_live,installment_payment_fip,payment_id,integer
sttash_website_live,installment_payment_fip,is_fullerton_updated,integer
sttash_website_live,installment_payment_pif,id,bigint
sttash_website_live,installment_payment_pif,loan_id,bigint
sttash_website_live,installment_payment_pif,customer_id,bigint
sttash_website_live,installment_payment_pif,inst_id,bigint
sttash_website_live,installment_payment_pif,inst_number,bigint
sttash_website_live,installment_payment_pif,code_payment_type,integer
sttash_website_live,installment_payment_pif,amount_payment,double precision
sttash_website_live,installment_payment_pif,payment_status,integer
sttash_website_live,installment_payment_pif,payment_date,timestamp without time zone
sttash_website_live,installment_payment_pif,payment_pairing_date,timestamp without time zone
sttash_website_live,installment_payment_pif,payment_updated,timestamp without time zone
sttash_website_live,installment_payment_pif,payment_channel,integer
sttash_website_live,installment_payment_pif,payment_id,integer
sttash_website_live,installment_pif,id,bigint
sttash_website_live,installment_pif,entity_id,integer
sttash_website_live,installment_pif,customer_id,bigint
sttash_website_live,installment_pif,loan_id,bigint
sttash_website_live,installment_pif,inst_number,integer
sttash_website_live,installment_pif,inst_amount,numeric
sttash_website_live,installment_pif,inst_principal,numeric
sttash_website_live,installment_pif,inst_interest,numeric
sttash_website_live,installment_pif,inst_fee,real
sttash_website_live,installment_pif,inst_discount,real
sttash_website_live,installment_pif,received_principal,numeric
sttash_website_live,installment_pif,received_interest,numeric
sttash_website_live,installment_pif,received_fee,real
sttash_website_live,installment_pif,amount_outstanding_interest,numeric
sttash_website_live,installment_pif,amount_outstanding_principal,numeric
sttash_website_live,installment_pif,received_extra_charges,real
sttash_website_live,installment_pif,inst_date,date
sttash_website_live,installment_pif,create_date,timestamp without time zone
sttash_website_live,installment_pif,last_paying_date,date
sttash_website_live,installment_pif,starting_balance,real
sttash_website_live,installment_pif,ending_balance,real
sttash_website_live,installment_pif,days_past_due,integer
sttash_website_live,installment_pif,days_past_due_tolerance,integer
sttash_website_live,installment_pif,emi_status_id,smallint
sttash_website_live,installment_pif,foreclose_status,smallint
sttash_website_live,installment_pif,foreclose_date,date
sttash_website_live,installment_pif,update_date,timestamp without time zone
sttash_website_live,installment_pif,add_user_id,integer
sttash_website_live,installment_pif,update_user_id,integer
sttash_website_live,installment_pif,inst_status,smallint
sttash_website_live,installment_pif,is_delete,integer
sttash_website_live,installment_pif,customer_facing,integer
sttash_website_live,installment_pif,amort_adjusment,integer
sttash_website_live,installment_pif,payment_id,integer
sttash_website_live,installment_pif,cashback,integer
sttash_website_live,installment_pif,version,integer
sttash_website_live,insurance_application,id,integer
sttash_website_live,insurance_application,uid,character varying
sttash_website_live,insurance_application,product_id,integer
sttash_website_live,insurance_application,customer_id,integer
sttash_website_live,insurance_application,lead_id,integer
sttash_website_live,insurance_application,status,integer
sttash_website_live,insurance_application,payment_status,integer
sttash_website_live,insurance_application,remarks,character varying
sttash_website_live,insurance_application,created_at,timestamp without time zone
sttash_website_live,insurance_application,updated_at,timestamp without time zone
sttash_website_live,insurance_application,created_by,integer
sttash_website_live,insurance_application,updated_by,integer
sttash_website_live,insurance_application,partner_api_status,integer
sttash_website_live,insurance_lead,id,integer
sttash_website_live,insurance_lead,uid,character varying
sttash_website_live,insurance_lead,product_id,integer
sttash_website_live,insurance_lead,customer_id,integer
sttash_website_live,insurance_lead,utm_source,character varying
sttash_website_live,insurance_lead,utm_medium,character varying
sttash_website_live,insurance_lead,utm_campaign,character varying
sttash_website_live,insurance_lead,is_eligible,smallint
sttash_website_live,insurance_lead,is_registered,smallint
sttash_website_live,insurance_lead,created_at,timestamp without time zone
sttash_website_live,insurance_lead,updated_at,timestamp without time zone
sttash_website_live,insurance_payments,id,integer
sttash_website_live,insurance_payments,order_id,character varying
sttash_website_live,insurance_payments,payment_provider,character varying
sttash_website_live,insurance_payments,customer_id,integer
sttash_website_live,insurance_payments,reference_id,integer
sttash_website_live,insurance_payments,mode,character varying
sttash_website_live,insurance_payments,status,integer
sttash_website_live,insurance_payments,amount,double precision
sttash_website_live,insurance_payments,created_at,timestamp without time zone
sttash_website_live,insurance_payments,updated_at,timestamp without time zone
sttash_website_live,insurance_payments,session_id,character varying
sttash_website_live,loan_disbursed_modes,id,bigint
sttash_website_live,loan_disbursed_modes,customer_id,bigint
sttash_website_live,loan_disbursed_modes,loan_id,bigint
sttash_website_live,loan_disbursed_modes,company,integer
sttash_website_live,loan_disbursed_modes,disbursal_mode,integer
sttash_website_live,loan_disbursed_modes,amount,real
sttash_website_live,loan_disbursed_modes,create_date,timestamp without time zone
sttash_website_live,loc_bureau_new_checks,id,integer
sttash_website_live,loc_bureau_new_checks,customer_id,bigint
sttash_website_live,loc_bureau_new_checks,loan_id,bigint
sttash_website_live,loc_bureau_new_checks,old_bureau_score,integer
sttash_website_live,loc_bureau_new_checks,latest_bureau_score,integer
sttash_website_live,loc_bureau_new_checks,higest_sec_amount_bureau,bigint
sttash_website_live,loc_bureau_new_checks,overdue_bureau,bigint
sttash_website_live,loc_bureau_new_checks,dpd_bureau,integer
sttash_website_live,loc_bureau_new_checks,ever_dpd_bureau,integer
sttash_website_live,loc_bureau_new_checks,overdue_stashfin,bigint
sttash_website_live,loc_bureau_new_checks,dpd_stashfin,integer
sttash_website_live,loc_bureau_new_checks,ever_dpd_stashfin,integer
sttash_website_live,loc_bureau_new_checks,approval_status,character varying
sttash_website_live,loc_bureau_new_checks,new_approval_status,character varying
sttash_website_live,loc_bureau_new_checks,remark,character varying
sttash_website_live,loc_bureau_new_checks,new_remark,character varying
sttash_website_live,loc_bureau_new_checks,dpd_bureau_2_months,integer
sttash_website_live,loc_bureau_new_checks,dpd_bureau_6_months,integer
sttash_website_live,loc_bureau_new_checks,dpd_bureau_12_months,integer
sttash_website_live,loc_bureau_new_checks,credit_card_dpd_bureau,integer
sttash_website_live,loc_bureau_new_checks,dpd_characters_bureau_count,integer
sttash_website_live,loc_bureau_new_checks,suit_filed_conds_count,integer
sttash_website_live,loc_bureau_new_checks,credit_card_utilization,numeric
sttash_website_live,loc_bureau_new_checks,written_off_count,integer
sttash_website_live,loc_bureau_new_checks,is_multi_bureau,smallint
sttash_website_live,loc_bureau_new_checks,create_date,timestamp without time zone
sttash_website_live,loc_bureau_new_checks,req,character varying
sttash_website_live,loc_customers,id,integer
sttash_website_live,loc_customers,customer_id,bigint
sttash_website_live,loc_customers,loc_limit,real
sttash_website_live,loc_customers,used_loc,real
sttash_website_live,loc_customers,max_tenure,integer
sttash_website_live,loc_customers,rate_of_interest,real
sttash_website_live,loc_customers,processing_fees_rate,real
sttash_website_live,loc_customers,transaction_fee_rate,real
sttash_website_live,loc_customers,transaction_fee_rate_non_fcp,real
sttash_website_live,loc_customers,processing_fees_rate_bank,real
sttash_website_live,loc_customers,emi_date,smallint
sttash_website_live,loc_customers,create_date,timestamp without time zone
sttash_website_live,loc_customers,update_date,timestamp without time zone
sttash_website_live,loc_customers,admin_id,integer
sttash_website_live,loc_customers,status,integer
sttash_website_live,loc_customers,can_reload_card,smallint
sttash_website_live,loc_customers,max_withdrawable_amount,real
sttash_website_live,loc_customers,minimum_request_amount,real
sttash_website_live,loc_customers,request_amount_increment_step,integer
sttash_website_live,loc_customers,salary,real
sttash_website_live,loc_customers,ownership_type,integer
sttash_website_live,loc_customers,company_category,character varying
sttash_website_live,loc_customers,requested_amount,real
sttash_website_live,loc_customers,requested_tenure,integer
sttash_website_live,loc_customers,other_fees,real
sttash_website_live,loc_customers,loc_mandatory_approved_amount,double precision
sttash_website_live,loc_customers,loc_enabled_date,timestamp without time zone
sttash_website_live,loc_customers,voucher_assigned,integer
sttash_website_live,loc_customers,bureau_score,character varying
sttash_website_live,loc_customers,dbr,real
sttash_website_live,loc_customers,max_loc_limit,real
sttash_website_live,loc_customers,max_loc_tenure,integer
sttash_website_live,loc_customers,max_loc_roi,real
sttash_website_live,loc_customers,address_pop_check,smallint
sttash_website_live,loc_customers,pending_transfer,integer
sttash_website_live,loc_customers,income_multiplier,real
sttash_website_live,loc_customers,imps_capping_per_day,real
sttash_website_live,loc_customers,disable_reason_code,smallint
sttash_website_live,loc_customers,bureau,smallint
sttash_website_live,loc_customers,credit_shield,real
sttash_website_live,loc_customers,min_tenure,integer
sttash_website_live,loc_customers,max_eligible_limit,real
sttash_website_live,loc_customers,old_loc_limit,numeric
sttash_website_live,loc_errors,id,bigint
sttash_website_live,loc_errors,customer_id,bigint
sttash_website_live,loc_errors,loan_id,bigint
sttash_website_live,loc_errors,error_code,character varying
sttash_website_live,loc_errors,error,character varying
sttash_website_live,loc_errors,status,smallint
sttash_website_live,loc_errors,create_date,timestamp without time zone
sttash_website_live,loc_errors,disbursed,smallint
sttash_website_live,loc_errors,colender_disbursal_on,timestamp without time zone
sttash_website_live,loc_errors,admin_id,integer
sttash_website_live,overall_order_management,id,bigint
sttash_website_live,overall_order_management,customer_id,bigint
sttash_website_live,overall_order_management,txn_id,character varying
sttash_website_live,overall_order_management,order_id,character varying
sttash_website_live,overall_order_management,amount,bigint
sttash_website_live,overall_order_management,mode,smallint
sttash_website_live,overall_order_management,status,smallint
sttash_website_live,overall_order_management,processor,character varying
sttash_website_live,overall_order_management,notes,character varying
sttash_website_live,overall_order_management,created_date,timestamp without time zone
sttash_website_live,overall_order_management,updated_date,timestamp without time zone
sttash_website_live,overall_payment,id,bigint
sttash_website_live,overall_payment,customer_id,bigint
sttash_website_live,overall_payment,loan_id,character varying
sttash_website_live,overall_payment,amt_payment,double precision
sttash_website_live,overall_payment,received_date,timestamp without time zone
sttash_website_live,overall_payment,cheque_number,character varying
sttash_website_live,overall_payment,urm_no,character varying
sttash_website_live,overall_payment,payment_channel,integer
sttash_website_live,overall_payment,transaction_id,character varying
sttash_website_live,overall_payment,ref_no,character varying
sttash_website_live,overall_payment,utr_no,character varying
sttash_website_live,overall_payment,neft_bank,character varying
sttash_website_live,overall_payment,presentation_status,integer
sttash_website_live,overall_payment,bounce_reason,character varying
sttash_website_live,overall_payment,presentation_date,timestamp without time zone
sttash_website_live,overall_payment,create_date,timestamp without time zone
sttash_website_live,overall_payment,extra_amount,double precision
sttash_website_live,overall_payment,extra_amount_pif,double precision
sttash_website_live,overall_payment,remarks,character varying
sttash_website_live,overall_payment,add_user_id,integer
sttash_website_live,overall_payment,update_user_id,integer
sttash_website_live,overall_payment,is_delete,integer
sttash_website_live,overall_payment,is_refund,integer
sttash_website_live,overall_payment,update_date,timestamp without time zone
sttash_website_live,overall_payment,transaction_commit_status,integer
sttash_website_live,pan_validation,id,bigint
sttash_website_live,pan_validation,customer_id,bigint
sttash_website_live,pan_validation,pan_number,character varying
sttash_website_live,pan_validation,pan_status,character varying
sttash_website_live,pan_validation,is_duplicate,smallint
sttash_website_live,pan_validation,is_dob_matched,smallint
sttash_website_live,pan_validation,is_name_matched,smallint
sttash_website_live,pan_validation,aadhaar_seeding_status,smallint
sttash_website_live,pan_validation,last_update_date,date
sttash_website_live,pan_validation,create_date,timestamp without time zone
sttash_website_live,pan_validation,is_active,smallint
sttash_website_live,pan_validation,update_date,timestamp without time zone
sttash_website_live,pan_validation,request_row_id,bigint
sttash_website_live,pan_validation,vendor_code,character varying
sttash_website_live,pan_validation,name_on_card,character varying
sttash_website_live,pan_validation,first_name,character varying
sttash_website_live,pan_validation,middle_name,character varying
sttash_website_live,pan_validation,last_name,character varying
sttash_website_live,pan_validation,is_name_on_card_matched,smallint
sttash_website_live,pan_validation,dob,character varying
sttash_website_live,payment_mode,id,integer
sttash_website_live,payment_mode,mode,character varying
sttash_website_live,payment_mode,status,smallint
sttash_website_live,payment_mode,sr_no,integer
sttash_website_live,payment_mode,is_sms_sent,smallint
sttash_website_live,payment_mode,payment_from_customer,integer
sttash_website_live,payment_mode,western_payment_id,integer
sttash_website_live,payment_mode,bank_count,character varying
sttash_website_live,pcr_subscription_plans,id,integer
sttash_website_live,pcr_subscription_plans,duration,integer
sttash_website_live,pcr_subscription_plans,description,character varying
sttash_website_live,pcr_subscription_plans,amount,real
sttash_website_live,pcr_subscription_plans,discount_price,real
sttash_website_live,pcr_subscription_plans,status,smallint
sttash_website_live,pcr_subscription_plans,is_active,smallint
sttash_website_live,pcr_subscription_plans,create_date,timestamp without time zone
sttash_website_live,pcr_subscription_plans,update_date,timestamp without time zone
sttash_website_live,pcr_subscription_plans,days,integer
sttash_website_live,pcr_subscription_plans,is_rejected,smallint
sttash_website_live,pcr_subscription_plans,customer_grid_mapping,character varying
sttash_website_live,penalty_details,id,bigint
sttash_website_live,penalty_details,customer_id,bigint
sttash_website_live,penalty_details,loan_id,bigint
sttash_website_live,penalty_details,instalment_id,bigint
sttash_website_live,penalty_details,instalment_number,bigint
sttash_website_live,penalty_details,penalty_amount,bigint
sttash_website_live,penalty_details,penalty_date,date
sttash_website_live,penalty_details,penalty_received,bigint
sttash_website_live,penalty_details,penalty_received_date,date
sttash_website_live,penalty_details,outstanding_penalty,bigint
sttash_website_live,penalty_details,is_paid,integer
sttash_website_live,penalty_details,panalty_type_id,integer
sttash_website_live,penalty_details,payment_id,bigint
sttash_website_live,penalty_details,foreclose_status,integer
sttash_website_live,penalty_details,status,integer
sttash_website_live,penalty_details,create_date,timestamp without time zone
sttash_website_live,penalty_details_pif,id,bigint
sttash_website_live,penalty_details_pif,customer_id,bigint
sttash_website_live,penalty_details_pif,loan_id,bigint
sttash_website_live,penalty_details_pif,instalment_id,bigint
sttash_website_live,penalty_details_pif,instalment_number,bigint
sttash_website_live,penalty_details_pif,penalty_amount,bigint
sttash_website_live,penalty_details_pif,penalty_date,date
sttash_website_live,penalty_details_pif,penalty_received,bigint
sttash_website_live,penalty_details_pif,penalty_received_date,date
sttash_website_live,penalty_details_pif,outstanding_penalty,bigint
sttash_website_live,penalty_details_pif,is_paid,integer
sttash_website_live,penalty_details_pif,panalty_type_id,integer
sttash_website_live,penalty_details_pif,payment_id,bigint
sttash_website_live,penalty_details_pif,foreclose_status,integer
sttash_website_live,penalty_details_pif,status,integer
sttash_website_live,penalty_details_pif,create_date,timestamp without time zone
sttash_website_live,penalty_type,id,integer
sttash_website_live,penalty_type,penalty_type,character varying
sttash_website_live,penalty_type,status,smallint
sttash_website_live,perfios_account_transactions,id,integer
sttash_website_live,perfios_account_transactions,customer_id,integer
sttash_website_live,perfios_account_transactions,loan_id,integer
sttash_website_live,perfios_account_transactions,perfios_account_id,integer
sttash_website_live,perfios_account_transactions,date,date
sttash_website_live,perfios_account_transactions,chqno,character varying
sttash_website_live,perfios_account_transactions,narration,character varying
sttash_website_live,perfios_account_transactions,amount,real
sttash_website_live,perfios_account_transactions,category,character varying
sttash_website_live,perfios_account_transactions,balance,real
sttash_website_live,perfios_account_transactions,perfios_count_id,integer
sttash_website_live,perfios_account_transactions,second_category,character varying
sttash_website_live,perfios_account_transactions,remark,character varying
sttash_website_live,perfios_accounts,id,integer
sttash_website_live,perfios_accounts,customer_id,integer
sttash_website_live,perfios_accounts,loan_id,integer
sttash_website_live,perfios_accounts,bank,character varying
sttash_website_live,perfios_accounts,instid,integer
sttash_website_live,perfios_accounts,accountno,character varying
sttash_website_live,perfios_accounts,accounttype,character varying
sttash_website_live,perfios_accounts,perfios_count_id,integer
sttash_website_live,perfios_accounts,ifsc,character varying
sttash_website_live,st_bill_detail,id,integer
sttash_website_live,st_bill_detail,customer_id,integer
sttash_website_live,st_bill_detail,loan_id,integer
sttash_website_live,st_bill_detail,approved_amount,real
sttash_website_live,st_bill_detail,bill_amount,real
sttash_website_live,st_bill_detail,processing_fee,real
sttash_website_live,st_bill_detail,credit_shield_fee,real
sttash_website_live,st_bill_detail,cgst,real
sttash_website_live,st_bill_detail,igst,real
sttash_website_live,st_bill_detail,sgst,real
sttash_website_live,st_bill_detail,gst,real
sttash_website_live,st_bill_detail,upfront,real
sttash_website_live,st_bill_detail,bill_date,date
sttash_website_live,st_bill_detail,paid_amount,real
sttash_website_live,st_bill_detail,outstanding_amount,real
sttash_website_live,st_bill_detail,emi_paid,integer
sttash_website_live,st_bill_detail,tenure,integer
sttash_website_live,st_bill_detail,create_date,timestamp without time zone
sttash_website_live,st_bill_detail,update_date,timestamp without time zone
sttash_website_live,st_bill_detail,status,smallint
sttash_website_live,st_bill_detail,paid_status,smallint
sttash_website_live,st_bill_detail,processing_fees_rate,real
sttash_website_live,st_city,id,integer
sttash_website_live,st_city,state_id,integer
sttash_website_live,st_city,city_name,character varying
sttash_website_live,st_city,status,smallint
sttash_website_live,st_city,pin_code,character varying
sttash_website_live,st_city,is_operational,smallint
sttash_website_live,st_city,is_elevate_operational,smallint
sttash_website_live,st_city,min_age,integer
sttash_website_live,st_city,max_age,integer
sttash_website_live,st_city,collection_state_id,integer
sttash_website_live,st_city,elev8_highintrate,smallint
sttash_website_live,st_collection_lead_assign,id,bigint
sttash_website_live,st_collection_lead_assign,customer_id,bigint
sttash_website_live,st_collection_lead_assign,cl_lead_assign_id,integer
sttash_website_live,st_collection_lead_assign,create_date,timestamp without time zone
sttash_website_live,st_collection_lead_assign,update_date,timestamp without time zone
sttash_website_live,st_collection_lead_assign,allocation_date,date
sttash_website_live,st_collection_lead_assign,add_user_id,integer
sttash_website_live,st_collection_lead_assign,update_user_id,integer
sttash_website_live,st_collection_lead_assign,fos_id,integer
sttash_website_live,st_collection_lead_assign,agency_id,integer
sttash_website_live,st_collection_lead_assign,col_org_id,integer
sttash_website_live,st_collection_lead_assign,product_group,character varying
sttash_website_live,st_collection_lead_assign,priority_type,integer
sttash_website_live,st_collection_lead_assign,bucket,character varying
sttash_website_live,st_collection_lead_assign,region,character varying
sttash_website_live,st_collection_lead_assign,open_contact_flag,integer
sttash_website_live,st_comment,id,integer
sttash_website_live,st_comment,loan_id,integer
sttash_website_live,st_comment,customer_id,integer
sttash_website_live,st_comment,comment,character varying
sttash_website_live,st_comment,status_type_id,integer
sttash_website_live,st_comment,status_id,integer
sttash_website_live,st_comment,lead_status_reason_id,integer
sttash_website_live,st_comment,section_id,integer
sttash_website_live,st_comment,create_date,timestamp without time zone
sttash_website_live,st_comment,update_date,timestamp without time zone
sttash_website_live,st_comment,add_user_id,integer
sttash_website_live,st_comment,update_user_id,integer
sttash_website_live,st_comment,status,smallint
sttash_website_live,st_company_category,id,integer
sttash_website_live,st_company_category,company_name,character varying
sttash_website_live,st_company_category,company_category,character varying
sttash_website_live,st_company_category,short_cat_name,character varying
sttash_website_live,st_company_category,status,smallint
sttash_website_live,st_company_category,is_army,smallint
sttash_website_live,st_crif_score_card,id,integer
sttash_website_live,st_crif_score_card,customer_id,bigint
sttash_website_live,st_crif_score_card,loan_id,bigint
sttash_website_live,st_crif_score_card,report_id,bigint
sttash_website_live,st_crif_score_card,create_date,timestamp without time zone
sttash_website_live,st_crif_score_card,update_date,timestamp without time zone
sttash_website_live,st_crif_score_card,error,character varying
sttash_website_live,st_crif_score_card,raw,character varying
sttash_website_live,st_crif_score_card,crif_score,integer
sttash_website_live,st_crif_score_card,decile,integer
sttash_website_live,st_crif_score_card,features,character varying
sttash_website_live,st_crif_score_card,type,character varying
sttash_website_live,st_crif_score_card,repeat_score,integer
sttash_website_live,st_customer_aadhaar_kyc,id,bigint
sttash_website_live,st_customer_aadhaar_kyc,customer_id,integer
sttash_website_live,st_customer_aadhaar_kyc,transaction_id,character varying
sttash_website_live,st_customer_aadhaar_kyc,url,character varying
sttash_website_live,st_customer_aadhaar_kyc,payload,character varying
sttash_website_live,st_customer_aadhaar_kyc,return_data,character varying
sttash_website_live,st_customer_aadhaar_kyc,is_skipped,smallint
sttash_website_live,st_customer_aadhaar_kyc,is_sms,smallint
sttash_website_live,st_customer_aadhaar_kyc,is_video,smallint
sttash_website_live,st_customer_aadhaar_kyc,status,smallint
sttash_website_live,st_customer_aadhaar_kyc,add_user_id,integer
sttash_website_live,st_customer_aadhaar_kyc,create_date,timestamp without time zone
sttash_website_live,st_customer_aadhaar_kyc,update_date,timestamp without time zone
sttash_website_live,st_customer_aadhaar_kyc,is_xml_done,integer
sttash_website_live,st_customer_aadhaar_kyc,manual_kyc,smallint
sttash_website_live,st_customer_aadhaar_kyc,processed_by,integer
sttash_website_live,st_customer_aadhaar_kyc,unable_kyc,smallint
sttash_website_live,st_customer_aadhaar_kyc,manual_kyc_click_time,timestamp without time zone
sttash_website_live,st_customer_aadhaar_kyc,phone_matched,smallint
sttash_website_live,st_customer_aadhaar_kyc,email_matched,smallint
sttash_website_live,st_customer_aadhaar_kyc,okyc_type,smallint
sttash_website_live,st_customer_aadhaar_kyc,retry_count,integer
sttash_website_live,st_customer_address,id,integer
sttash_website_live,st_customer_address,user_id,integer
sttash_website_live,st_customer_address,address_id,integer
sttash_website_live,st_customer_address,house_flat_no,character varying
sttash_website_live,st_customer_address,address_line_1,character varying
sttash_website_live,st_customer_address,address_line_2,character varying
sttash_website_live,st_customer_address,address,character varying
sttash_website_live,st_customer_address,landmark,character varying
sttash_website_live,st_customer_address,state_id,integer
sttash_website_live,st_customer_address,city_id,integer
sttash_website_live,st_customer_address,pin,character varying
sttash_website_live,st_customer_address,ownership_type_id,integer
